"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","answer","clipid","questiontype","questionid","questiontext","answer1","answer2","answer3","answer4","correctanswer","img","id"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6965bd850ce22095dd7a84ca","PROLIFIC","09-Jul-2026 21:49:09","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":4228,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2247085"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6978d830c5d415696508430d","PROLIFIC","08-Jul-2026 21:04:35","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":2646,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2241130"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","697a495862ac67423e8418b8","PROLIFIC","23-Jul-2026 00:46:12","14721","""{\""answer\"":\""Bars\"",\""RT\"":7162,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""It was interesting and I enjoyed it.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2253836"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6980dfb784202dcf9736910f","PROLIFIC","22-Jul-2026 23:46:36","14721","""{\""answer\"":\""Bars\"",\""RT\"":11427,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""It was interesting to watch/do, and made me curious about what was being tested/studied here.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2253741"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69864a705614c15728117b35","PROLIFIC","22-Jul-2026 21:00:17","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":4060,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""n/a\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2252665"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","6987875a0a8fa6ed9ef00726","PROLIFIC","09-Jul-2026 20:18:42","14721","""{\""answer\"":\""Bars\"",\""RT\"":11897,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I really enjoyed this study, experiment 1 and 2\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2244962"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","699b610e2ba4bade6f39121b","PROLIFIC","08-Jul-2026 20:21:29","14721","""{\""answer\"":\""Bars\"",\""RT\"":15413,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""This was a lot of fun. Well Done!\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240719"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","699cebf39bc275a312ffd51c","PROLIFIC","09-Jul-2026 21:42:44","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":4838,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2246831"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","699d45af20adaa6e1e89aa5a","PROLIFIC","22-Jul-2026 21:29:08","14721","""{\""answer\"":\""Bars\"",\""RT\"":5705,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2252950"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","699e3cc79b0d3d96b469ca49","PROLIFIC","08-Jul-2026 21:28:14","14721","""{\""answer\"":\""Bars\"",\""RT\"":10168,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I feel like there were a few instances where I may have chosen a similar incorrect option or forgot a split-second detail (specifically the price comes to mind, i heard \\\""-hundred eighty dollars\\\"" but truly didn't hear the actual dollar amount. Otherwise this experiment was really fun in both parts :) Though it did take much longer than the 32 minutes advertised on Prolific\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2241289"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69a0734d1d433d3694c8438f","PROLIFIC","09-Jul-2026 19:34:40","14721","""{\""answer\"":\""Bars\"",\""RT\"":7655,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2244203"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69a6eb2bc679065ed1cecc51","PROLIFIC","09-Jul-2026 19:43:54","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":2787,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""Yes\"",\""problemDescription\"":\""\"",\""comments\"":\""nothing\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2244392"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69a8cff018bead25e4a5d848","PROLIFIC","08-Jul-2026 23:45:37","14721","""{\""answer\"":\""Bars\"",\""RT\"":6200,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""Yes\"",\""problemDescription\"":\""Two clips had a problem loading. But the screen said hit next and I did and then it played\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2242302"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69b19e44edf4d70aee145c16","PROLIFIC","22-Jul-2026 20:05:43","14721","""{\""answer\"":\""Bars\"",\""RT\"":9930,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""Thank you so much !\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2252348"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69b3193cce0978ad6db9fe7c","PROLIFIC","22-Jul-2026 23:06:45","14721","""{\""answer\"":\""Bars\"",\""RT\"":10680,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""Yes\"",\""problemDescription\"":\""some of the audio was cut out in the beginning of the clips.\"",\""comments\"":\""funny as hell\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2253520"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69b5c6bdbcf55371066f5e73","PROLIFIC","08-Jul-2026 19:53:21","14721","""{\""answer\"":\""Bars\"",\""RT\"":4930,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240497"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69ba37faee13f176e7635323","PROLIFIC","09-Jul-2026 18:44:01","14721","""{\""answer\"":\""International restaurants\"",\""RT\"":18346,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2243126"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69bdf2afe629d42bfc47997f","PROLIFIC","09-Jul-2026 20:42:34","14721","""{\""answer\"":\""International restaurants\"",\""RT\"":12949,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""That was difficult to watch. Nathan is too immoral to become famous in my opinion. Really gross.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2245565"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69c093d33989aa791c4e8b2d","PROLIFIC","09-Jul-2026 18:31:24","14721","""{\""answer\"":-1,\""timeout\"":0,\""videoLoadFailed\"":true,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2242935"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69c1256faa88d6296c98d745","PROLIFIC","09-Jul-2026 21:07:17","14721","""{\""answer\"":\""Bars\"",\""RT\"":8889,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2246008"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69c2f0033339865c279814ca","PROLIFIC","09-Jul-2026 21:39:57","14721","""{\""answer\"":\""Bars\"",\""RT\"":15264,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""Nothing to note\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2246705"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69c6ec3a92185003cf70ded5","PROLIFIC","09-Jul-2026 21:27:36","14721","""{\""answer\"":\""Bars\"",\""RT\"":5729,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2246516"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69cc1fac2b52b1c4dd21cc7d","PROLIFIC","09-Jul-2026 20:42:35","14721","""{\""answer\"":\""Bars\"",\""RT\"":8697,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""the last part was hilarious\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2245628"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69cec122e3cb56c2e7000c6b","PROLIFIC","09-Jul-2026 18:57:55","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":3801,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2243316"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69d2a8765e19038ab2fc0f56","PROLIFIC","08-Jul-2026 21:55:43","14721","""{\""answer\"":\""Bars\"",\""RT\"":8223,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""i wish more studies were like this it was enjoyable and made me want to watch the show\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2241605"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69d5632f4815bcc4cb7242bf","PROLIFIC","09-Jul-2026 19:28:06","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":2513,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""none\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2244045"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69d5c4d748bcaf8026c80573","PROLIFIC","22-Jul-2026 21:02:51","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":5881,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I had to remind myself that this was on comedy central, so of course it's going to be a bit ridiculous, unserious and intended to be funny. As for the first part with the audio clips, I thought it was interesting and easy. The people who recorded themselves did a good job. The only time I was uncertain was with calling something big, and not knowing if they intentionally didn't use words like enormous, of if they're unfamiliar with the word because english isn't their first language.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2252728"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69daf476f6bc0d990581aca6","PROLIFIC","08-Jul-2026 18:57:37","14721","""{\""answer\"":\""Bars\"",\""RT\"":9245,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2239864"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69dbf4749918745fc7d8e820","PROLIFIC","08-Jul-2026 20:50:42","14721","""{\""answer\"":\""Bars\"",\""RT\"":23657,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""It was a cute show that made me laugh.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240972"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69dc76f0a77a620367d666ec","PROLIFIC","09-Jul-2026 20:18:40","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":6882,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2244899"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69dfe696c433039b7add8013","PROLIFIC","09-Jul-2026 22:31:51","14721","""{\""answer\"":\""Grocery stores\"",\""RT\"":7230,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I thought this was really fun and interesting!\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2247433"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69e599577d00fb31c54fb004","PROLIFIC","22-Jul-2026 21:55:55","14721","""{\""answer\"":\""Bars\"",\""RT\"":6209,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2253108"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69e816058da70eddb5dbc3e1","PROLIFIC","08-Jul-2026 19:46:21","14721","""{\""answer\"":\""Bars\"",\""RT\"":5720,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""This was so uncomfortable to watch. Nathan's approach was grossly manipulative.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240434"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69e957ad6c65e153a1c65ae2","PROLIFIC","08-Jul-2026 23:11:16","14721","""{\""answer\"":\""Bars\"",\""RT\"":3484,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I felt like the scenario seemed a bit fake and acted out is all.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2242144"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69ed15278090fe4438301d5c","PROLIFIC","09-Jul-2026 20:36:47","14721","""{\""answer\"":\""Bars\"",\""RT\"":7931,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""none\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2245407"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69efe0b03221edd72686c185","PROLIFIC","08-Jul-2026 22:20:48","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":4403,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I loved the whole thing! i love this show and the word part was fun too.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2241796"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f0438cc141b27ed949788e","PROLIFIC","08-Jul-2026 22:59:04","14721","""{\""answer\"":\""Bars\"",\""RT\"":8572,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I thought the experiment was interesting and fun.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2242049"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f3d4f3fb7630947c56f1eb","PROLIFIC","08-Jul-2026 20:33:09","14721","""{\""answer\"":\""Bars\"",\""RT\"":7159,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""Yes\"",\""problemDescription\"":\""2 of the videos didn't load and it told me to skip ahead to the next part. I would have liked to see them.\"",\""comments\"":\""Very clear and easy to understand.\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2240814"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f6484996726366cacd162c","PROLIFIC","08-Jul-2026 23:27:32","14721","""{\""answer\"":\""Bars\"",\""RT\"":3923,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2242239"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f674db81cb46678aae6391","PROLIFIC","09-Jul-2026 19:01:42","14721","""{\""answer\"":\""Antique shops\"",\""RT\"":3309,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""Yes\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""I've seen many episodes of the show before and I've also watched the Rehearsal, I haven't seen the episode from this survey though, with the antique shop. I will say, some of the question sets seemed like they were coming BEFORE the related video, I did my best to answer them but it seemed like I think two of them had the questions beforehand which made it hard to know how to answer them lol\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2243379"
"nathan4-rand-imgs-noheaders.csv","","NOT AVAILABLE","NOT AVAILABLE","69f7b962446b32b08d58a1df","PROLIFIC","09-Jul-2026 19:46:00","14721","""{\""answer\"":\""Bars\"",\""RT\"":7490,\""timeout\"":0,\""feedback\"":{\""seenBefore\"":\""No\"",\""anyProblems\"":\""No\"",\""problemDescription\"":\""\"",\""comments\"":\""\""}}""","1","control","1","What type of businesses are around the antique shop?","Antique shops","International restaurants","Bars","Grocery stores","Bars","none.png","2244455"
